line,id,title,subtitle,sq_mt_built,sq_mt_useful,n_rooms,n_bathrooms,n_floors,raw_address,is_exact_address_hidden,street_name,street_number,floor,is_floor_under,neighborhood_id,operation,rent_price,buy_price,buy_price_by_area,is_buy_price_known,house_type_id,is_renewal_needed,is_new_development,built_year,has_central_heating,has_individual_heating,has_ac,has_fitted_wardrobes,has_lift,is_exterior,has_garden,has_pool,has_terrace,has_balcony,has_storage_room,is_accessible,has_green_zones,energy_certificate,has_parking,is_parking_included_in_price,parking_price,is_orientation_north,is_orientation_west,is_orientation_south,is_orientation_east
84,21658,"Piso en venta en calle Arroyo de la Bulera, 31","Butarque, Madrid",114.0,85.0,3,2.0,,"Calle Arroyo de la Bulera, 31",False,Calle Arroyo de la Bulera,31,2,False,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,1080,254710,2234,True,HouseType 1: Pisos,False,True,,,,False,False,True,True,False,True,True,False,False,False,True,no indicado,False,,,,,,
86,21656,"Dúplex en venta en calle Estefanita, 6","Butarque, Madrid",140.0,,3,3.0,,"Calle Estefanita, 6",False,Calle Estefanita,6,7,False,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,1128,272500,1946,True,HouseType 4: Dúplex,False,False,2004.0,False,True,True,True,True,True,False,True,True,False,True,False,True,D,False,,,False,False,True,False
87,21655,Piso en venta en calle del Estroncio,"Los Rosales, Madrid",58.0,,3,1.0,,Calle del Estroncio,True,Calle del Estroncio,,2,False,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,471,85000,1466,True,HouseType 1: Pisos,False,False,1951.0,,,True,False,False,True,False,False,False,False,False,False,False,E,False,,,,,,
88,21654,Piso en venta en calle Moncada,"San Cristóbal, Madrid",65.0,,3,1.0,,Calle Moncada,True,Calle Moncada,,1,False,Neighborhood 135: San Cristóbal (1308.89 €/m2) - District 21: Villaverde,sale,512,94000,1446,True,HouseType 1: Pisos,False,False,,False,True,True,True,False,True,False,False,True,False,False,False,False,en trámite,False,,,False,False,False,True
89,21653,Piso en venta en calle de Martinez Oviol,"Los Rosales, Madrid",110.0,,4,2.0,,Calle de Martinez Oviol,True,Calle de Martinez Oviol,,1,False,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,833,175000,1591,True,HouseType 1: Pisos,False,False,1978.0,False,True,False,True,False,True,False,False,True,True,False,False,False,E,False,,,,,,
92,21650,"Ático en venta en calle Ganados del Salobral , 12","Butarque, Madrid",90.0,,1,1.0,,"Calle Ganados del Salobral , 12",False,Calle Ganados del Salobral ,12,7,False,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,861,183159,2035,True,HouseType 5: Áticos,False,True,,,,False,False,True,True,False,True,True,False,True,False,False,no indicado,True,True,0.0,,,,
93,21649,"Piso en venta en calle de la Generosidad, 16","Los Rosales, Madrid",125.0,87.0,3,2.0,,"Calle de la Generosidad, 16",False,Calle de la Generosidad,16,1,False,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,948,210000,1680,True,HouseType 1: Pisos,False,False,1996.0,False,True,True,True,True,True,False,False,False,False,True,True,False,B,True,True,0.0,,,,
94,21648,Piso en venta en calle de Tordegrillos,"San Andrés, Madrid",58.0,,2,1.0,,Calle de Tordegrillos,True,Calle de Tordegrillos,,Bajo,True,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,471,85000,1466,True,HouseType 1: Pisos,False,False,1968.0,,,False,False,False,True,False,False,False,False,False,False,False,en trámite,False,,,,,,
95,21647,Piso en venta en avenida de la Verbena de la Paloma,"Los Ángeles, Madrid",92.0,,3,1.0,,Avenida de la Verbena de la Paloma,True,Avenida de la Verbena de la Paloma,,6,False,Neighborhood 132: Los Ángeles (1796.68 €/m2) - District 21: Villaverde,sale,780,159900,1738,True,HouseType 1: Pisos,False,False,1962.0,False,True,True,False,True,True,False,False,True,False,False,False,False,en trámite,False,,,,,,
96,21646,"Piso en venta en paseo Alberto Palacios, 35","San Andrés, Madrid",70.0,,2,1.0,,"Paseo Alberto Palacios, 35",False,Paseo Alberto Palacios,35,3,False,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,613,117000,1671,True,HouseType 1: Pisos,False,False,1975.0,False,True,True,True,False,True,False,False,False,False,False,False,False,en trámite,False,,,True,False,True,False
97,21645,"Piso en venta en calle Doctor Pérez Domínguez, 2","San Andrés, Madrid",54.0,50.0,2,1.0,,"Calle Doctor Prez Dominguez, 2",False,Calle Doctor Prez Dominguez,2,2,False,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,583,110000,2037,True,HouseType 1: Pisos,False,False,1960.0,False,True,False,False,False,True,False,False,False,True,False,False,False,E,False,,,False,False,True,False
99,21643,Piso en venta en calle de los Cacereños,"San Andrés, Madrid",108.0,,3,1.0,,Calle de los Cacereos,True,Calle de los Cacereos,,2,False,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,705,140000,1296,True,HouseType 1: Pisos,False,False,1995.0,False,True,True,True,False,True,False,False,True,False,False,False,False,en trámite,False,,,False,True,False,True
100,21642,Piso en venta en calle de Campos Ibáñez,"Los Rosales, Madrid",65.0,52.0,2,1.0,,Calle de Campos Ibez,True,Calle de Campos Ibez,,3,False,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,568,106500,1638,True,HouseType 1: Pisos,False,False,1963.0,False,True,True,True,False,True,False,False,True,False,False,False,False,no indicado,False,,,False,False,True,False
101,21641,Piso en venta en calle DIAMANTE,"Los Rosales, Madrid",102.0,81.0,3,2.0,,Calle DIAMANTE,True,Calle DIAMANTE,,3,False,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,656,127500,1250,True,HouseType 1: Pisos,False,False,1964.0,False,True,False,False,False,True,False,False,True,False,False,False,False,en trámite,False,,,False,True,False,False
102,21640,Piso en venta en calle Transversal Sexta,"San Andrés, Madrid",80.0,,2,1.0,,Calle Transversal Sexta,True,Calle Transversal Sexta,,3,False,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,736,148000,1850,True,HouseType 1: Pisos,False,False,1999.0,False,True,True,True,True,True,False,False,True,False,True,True,True,en trámite,True,True,0.0,False,False,False,True
103,21639,Dúplex en venta en calle Canchal,"Butarque, Madrid",108.0,,2,1.0,,Calle Canchal,True,Calle Canchal,,4,False,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,933,205000,1898,True,HouseType 4: Dúplex,False,False,2002.0,False,True,True,False,True,True,False,True,True,False,True,False,False,E,True,True,0.0,False,False,False,True
104,21638,Piso en venta en calle Diamante,"Los Rosales, Madrid",80.0,,3,2.0,,Calle Diamante,True,Calle Diamante,,4,False,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,979,220000,2750,True,HouseType 1: Pisos,False,False,2000.0,False,True,True,True,True,True,False,True,False,False,False,True,True,E,True,True,0.0,False,False,True,True
105,21637,Piso en venta en calle Platino,"Los Rosales, Madrid",16.0,,3,1.0,,Calle Platino,True,Calle Platino,,1,False,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,600,114000,7125,True,HouseType 1: Pisos,False,False,1970.0,False,True,False,False,False,True,False,False,False,False,False,False,False,E,False,,,False,False,True,True
106,21636,Piso en venta en calle Gómez Acebo,"San Andrés, Madrid",54.0,50.0,2,1.0,,Calle Gmez Acebo,True,Calle Gmez Acebo,,3,False,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,493,89900,1665,True,HouseType 1: Pisos,False,False,1964.0,,,False,True,False,True,False,False,True,False,False,False,False,G,False,,,False,False,True,True
107,21635,Piso en venta en calle Pilar Lorengar,"Los Rosales, Madrid",70.0,,2,2.0,,Calle Pilar Lorengar,True,Calle Pilar Lorengar,,4,False,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,948,210000,3000,True,HouseType 1: Pisos,False,False,2003.0,False,True,True,True,True,True,False,True,False,False,True,True,True,E,True,True,0.0,False,True,True,False
108,21634,Piso en venta en calle Salsipuedes,"San Andrés, Madrid",99.0,,2,2.0,,Calle Salsipuedes,True,Calle Salsipuedes,,Entreplanta exterior,True,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,725,145000,1465,True,HouseType 1: Pisos,False,False,2007.0,False,True,False,True,True,True,False,False,False,False,False,False,False,E,False,,,False,True,True,False
109,21633,Piso en venta en avenida de la Felicidad,"Los Rosales, Madrid",123.0,,4,2.0,,Avenida de la Felicidad,True,Avenida de la Felicidad,,3,False,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,1135,275000,2236,True,HouseType 1: Pisos,False,,,,,True,False,True,True,False,False,True,False,False,False,True,no indicado,False,,,,,,
110,21632,Piso en venta en calle Escoriaza,"Los Ángeles, Madrid",64.0,,3,1.0,,Calle Escoriaza,True,Calle Escoriaza,,5,False,Neighborhood 132: Los Ángeles (1796.68 €/m2) - District 21: Villaverde,sale,557,104000,1625,True,HouseType 1: Pisos,False,False,,False,True,True,False,False,True,False,False,False,False,False,False,False,en trámite,False,,,,,,
111,21631,"Piso en venta en calle Camas, 2","Butarque, Madrid",107.0,,3,2.0,,"Calle Camas, 2",False,Calle Camas,2,6,False,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,1005,228629,2137,True,HouseType 1: Pisos,False,True,,False,True,False,False,True,True,False,True,True,False,True,False,False,no indicado,True,True,0.0,,,,
112,21630,"Piso en venta en calle Camas, 2","Butarque, Madrid",76.0,,2,2.0,,"Calle Camas, 2",False,Calle Camas,2,6,False,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,813,169021,2224,True,HouseType 1: Pisos,False,True,,False,True,False,False,True,True,False,True,False,False,True,False,False,no indicado,True,True,0.0,,,,
113,21629,"Piso en venta en calle Camas, 2","Butarque, Madrid",109.0,,3,2.0,,"Calle Camas, 2",False,Calle Camas,2,5,False,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,988,223022,2046,True,HouseType 1: Pisos,False,True,,False,True,False,False,True,True,False,True,True,False,True,False,False,no indicado,True,True,0.0,,,,
114,21628,"Piso en venta en calle Camas, 2","Butarque, Madrid",108.0,,3,2.0,,"Calle Camas, 2",False,Calle Camas,2,5,False,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,979,220072,2038,True,HouseType 1: Pisos,False,True,,False,True,False,False,True,True,False,True,True,False,True,False,False,no indicado,True,True,0.0,,,,
115,21627,"Piso en venta en calle Arroyo de la Bulera, 31","Butarque, Madrid",103.0,79.0,3,2.0,,"Calle Arroyo de la Bulera, 31",False,Calle Arroyo de la Bulera,31,6,False,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,1026,235718,2289,True,HouseType 1: Pisos,False,True,,,,False,False,True,True,False,True,True,False,False,False,True,no indicado,False,,,,,,
116,21626,"Piso en venta en calle de las Viñas del Rio, 16","Butarque, Madrid",103.0,,3,2.0,,"Calle de las Vias del Rio, 16",False,Calle de las Vias del Rio,16,1,False,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,1052,245000,2379,True,HouseType 1: Pisos,False,True,,,,False,False,True,True,False,True,False,False,True,False,False,no indicado,True,True,0.0,,,,
117,21625,"Piso en venta en calle de las Viñas del Rio, 16","Butarque, Madrid",143.0,,3,2.0,,"Calle de las Vias del Rio, 16",False,Calle de las Vias del Rio,16,Bajo,True,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,1094,260000,1818,True,HouseType 1: Pisos,False,True,,,,False,False,True,True,False,True,False,False,True,False,True,no indicado,True,True,0.0,,,,
118,21624,"Piso en venta en calle de las Viñas del Rio, 16","Butarque, Madrid",99.0,,3,2.0,,"Calle de las Vias del Rio, 16",False,Calle de las Vias del Rio,16,6,False,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,1024,235000,2374,True,HouseType 1: Pisos,False,True,,,,False,False,True,True,False,True,False,False,True,False,False,no indicado,True,True,0.0,,,,
119,21623,"Piso en venta en calle de las Viñas del Rio, 16","Butarque, Madrid",100.0,,3,2.0,,"Calle de las Vias del Rio, 16",False,Calle de las Vias del Rio,16,3,False,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,1024,235000,2350,True,HouseType 1: Pisos,False,True,,,,False,False,True,True,False,True,False,False,True,False,False,no indicado,True,True,0.0,,,,
120,21622,"Piso en venta en calle de las Viñas del Rio, 16","Butarque, Madrid",176.0,,2,2.0,,"Calle de las Vias del Rio, 16",False,Calle de las Vias del Rio,16,6,False,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,1108,265000,1506,True,HouseType 1: Pisos,False,True,,,,False,False,True,True,False,True,False,False,True,False,False,no indicado,True,True,0.0,,,,
121,21621,"Piso en venta en calle de las Viñas del Rio, 16","Butarque, Madrid",87.0,,2,2.0,,"Calle de las Vias del Rio, 16",False,Calle de las Vias del Rio,16,2,False,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,884,190000,2184,True,HouseType 1: Pisos,False,True,,,,False,False,True,True,False,True,False,False,True,False,False,no indicado,True,True,0.0,,,,
122,21620,"Piso en venta en calle Arroyo de la Bulera, 31","Butarque, Madrid",106.0,81.0,3,2.0,,"Calle Arroyo de la Bulera, 31",False,Calle Arroyo de la Bulera,31,4,False,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,1084,256115,2416,True,HouseType 1: Pisos,False,True,,,,False,False,True,True,False,True,True,False,False,False,True,no indicado,False,,,,,,
123,21619,"Piso en venta en calle Arroyo de la Bulera, 31","Butarque, Madrid",113.0,84.0,3,2.0,,"Calle Arroyo de la Bulera, 31",False,Calle Arroyo de la Bulera,31,Bajo,True,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,1100,261989,2318,True,HouseType 1: Pisos,False,True,,,,False,False,True,True,False,True,True,False,False,False,True,no indicado,False,,,,,,
124,21618,"Piso en venta en calle Arroyo de la Bulera, 31","Butarque, Madrid",115.0,86.0,3,2.0,,"Calle Arroyo de la Bulera, 31",False,Calle Arroyo de la Bulera,31,1,False,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,1131,273353,2377,True,HouseType 1: Pisos,False,True,,,,False,False,True,True,False,True,True,False,False,False,True,no indicado,False,,,,,,
125,21617,"Piso en venta en calle Arroyo de la Bulera, 31","Butarque, Madrid",129.0,98.0,3,2.0,,"Calle Arroyo de la Bulera, 31",False,Calle Arroyo de la Bulera,31,7,False,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,1194,297621,2307,True,HouseType 1: Pisos,False,True,,,,False,False,True,True,False,True,True,False,False,False,True,no indicado,False,,,,,,
126,21616,"Piso en venta en calle Arroyo de la Bulera, 31","Butarque, Madrid",115.0,89.0,3,2.0,,"Calle Arroyo de la Bulera, 31",False,Calle Arroyo de la Bulera,31,6,False,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,1148,279778,2433,True,HouseType 1: Pisos,False,True,,,,False,False,True,True,False,True,True,False,False,False,True,no indicado,False,,,,,,
128,21614,"Piso en venta en calle Anoeta, 59","Los Ángeles, Madrid",90.0,,3,2.0,,"Calle Anoeta, 59",False,Calle Anoeta,59,2,False,Neighborhood 132: Los Ángeles (1796.68 €/m2) - District 21: Villaverde,sale,901,195000,2167,True,HouseType 1: Pisos,False,False,1985.0,False,True,True,False,True,True,False,False,True,False,True,False,False,en trámite,False,,,,,,
129,21613,Piso en venta en calle de Sáhara,"Los Rosales, Madrid",60.0,,2,1.0,,Calle de Shara,True,Calle de Shara,,1,False,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,654,126900,2115,True,HouseType 1: Pisos,True,False,,,,False,False,False,True,False,False,False,False,False,False,False,G,False,,,,,,
130,21612,"Piso en venta en calle Alcocer, 39","Los Ángeles, Madrid",54.0,,2,1.0,,"Calle Alcocer, 39",False,Calle Alcocer,39,,,Neighborhood 132: Los Ángeles (1796.68 €/m2) - District 21: Villaverde,sale,691,136400,2526,True,HouseType 1: Pisos,False,,,,,False,False,False,,False,False,True,False,False,False,False,E,False,,,,,,
132,21610,Piso en venta en calle de Tordegrillos,"San Andrés, Madrid",73.0,45.0,2,1.0,,Calle de Tordegrillos,True,Calle de Tordegrillos,,1,False,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,656,127500,1747,True,HouseType 1: Pisos,False,False,1999.0,False,True,False,True,True,True,False,False,False,False,False,True,False,G,False,,,False,True,False,True
133,21609,Piso en venta en calle Transversal Sexta,"San Andrés, Madrid",122.0,90.0,3,2.0,,Calle Transversal Sexta,True,Calle Transversal Sexta,,Bajo,True,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,847,179000,1467,True,HouseType 1: Pisos,False,False,1999.0,False,True,False,False,True,True,False,False,False,False,False,False,False,en trámite,True,True,0.0,False,True,True,False
134,21608,Piso en venta en Villaverde a Perales,"Butarque, Madrid",98.0,86.0,3,2.0,,Villaverde a Perales,True,Villaverde a Perales,,Bajo,True,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,1111,266122,2716,True,HouseType 1: Pisos,False,False,2020.0,False,True,False,True,True,True,False,True,True,False,True,True,True,en trámite,True,True,0.0,False,True,False,False
135,21607,Piso en venta en villaverde a perales,"Butarque, Madrid",97.0,83.0,3,2.0,,villaverde a perales,True,villaverde a perales,,Bajo,True,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,1100,261989,2701,True,HouseType 1: Pisos,False,False,2020.0,False,True,True,True,True,True,False,True,True,False,True,True,True,en trámite,True,True,0.0,,,,
136,21606,Ático en venta en villaverde a perales,"Butarque, Madrid",111.0,98.0,3,2.0,,villaverde a perales,True,villaverde a perales,,7,False,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,1194,297621,2681,True,HouseType 5: Áticos,False,False,2020.0,False,True,True,True,True,True,False,True,True,False,True,True,True,en trámite,True,True,0.0,,,,
137,21605,Piso en venta en villaverde a perales,"Butarque, Madrid",99.0,86.0,3,2.0,,villaverde a perales,True,villaverde a perales,,3,False,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,1071,251569,2541,True,HouseType 1: Pisos,False,False,2020.0,False,True,True,True,True,True,False,True,True,False,True,True,True,en trámite,True,True,0.0,False,True,False,False
139,21603,"Piso en venta en paseo de Alberto Palacios, Madrid, 86","San Andrés, Madrid",85.0,75.0,3,1.0,,"Paseo de Alberto Palacios, Madrid, 86",False,Paseo de Alberto Palacios,86,4,False,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,698,138000,1624,True,HouseType 1: Pisos,False,False,1966.0,False,True,False,False,False,True,False,False,True,False,False,False,False,en trámite,False,,,,,,
